trip_id,vessel_name,mmsi,imo,vessel_owner,recruiting_agency,owner_flag,flag_vessel_flies,date_range_start,date_range_end,time_at_sea,fishing_ground_s,species_fished,gears_used,starting_port,government_body_involved,known_transshipment,entry_source,public_reference,general_comments,forced_l_indicator,known_non_offender,known_offender,possible_offender,source,notes,x27,x28,x29,x30
10,Playa de Ris,225459000,9684548,Pesqueria Vasco Montanesa (PEVASA),NA,Spain,Spain,NA,03-20-2018,NA,FAO Area 34,Tuna,Purse Seine,"Abidjan, Dakar, Mindelo",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
11,Playa de Bakio,224405000,9010345,Pesqueria Vasco Montanesa (PEVASA),NA,NA,Spain,NA,03-20-2018,NA,FAO Area 34,Tuna,Purse Seine,"Abidjan, Dakar, Mindelo",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
12,Playa de Noja,224531000,8806955,Pesqueria Vasco Montanesa (PEVASA),NA,NA,Spain,NA,03-20-2018,NA,FAO Area 34,Tuna,Purse Seine,"Abidjan, Dakar, Mindelo",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
13,Txori Berri,312590000,9006033,INPESCA Fishing Belize Ltd,NA,NA,Belize,NA,03-20-2018,NA,FAO Area 34,Tuna,Purse Seine,"Abidjan, Dakar, Mindelo",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
14,Playa de Aritzatxu,224922000,9228162,Pesqueria Vasco Montanesa (PEVASA),NA,NA,Spain,NA,03-20-2018,NA,FAO Area 51,Tuna,Purse Seine,"Port Victoria, Antsiranana",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
15,Txori Zuri,225309000,NA,Cia Internacional de Pesca y Derivados (INPESCA),NA,NA,Spain,NA,03-20-2018,NA,FAO Area 51,Tuna,Purse Seine,"Port Victoria, Antsiranana",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
16,Itsas Txori,225455000,9702869,Cia Internacional de Pesca y Derivados (INPESCA),NA,NA,Spain,NA,03-20-2018,NA,FAO Area 51,Tuna,Purse Seine,"Port Victoria, Antsiranana",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
17,Txori Gorri,225375000,9383156,Cia Internacional de Pesca y Derivados (INPESCA),NA,NA,Spain,NA,03-20-2018,NA,FAO Area 51,Tuna,Purse Seine,"Port Victoria, Antsiranana",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
18,Txori Argi,224103000,9286724,Cia Internacional de Pesca y Derivados (INPESCA),NA,NA,Spain,NA,03-20-2018,NA,FAO Area 51,Tuna,Purse Seine,"Port Victoria, Antsiranana",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
19,Txori Toki,664326000,9196682,Cia Internacional de Pesca y Derivados (INPESCA),NA,NA,Seychelles,NA,03-20-2018,NA,FAO Area 51,Tuna,Purse Seine,"Port Victoria, Antsiranana",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
20,Txori Aundi,664268000,8208531,Cia Internacional de Pesca y Derivados (INPESCA),NA,NA,Seychelles,NA,03-20-2018,NA,FAO Area 51,Tuna,Purse Seine,"Port Victoria, Antsiranana",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
21,Teide Segundo,224276440,NA,NA,NA,NA,Spain,NA,03-20-2018,NA,FAO Area 34,Tuna,Pole and Line,Caleta del Sebo,NA,NA,NA,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
22,Panofi Frontier,627994000,8988806,Panofi Co. Ltd,NA,NA,Ghana,01 2013,To date,NA,FAO Area 34,Tuna,Purse Siene,"Tema, Tankoradi",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017%20PANOFI%20Wild%20report.PDF,NA,NA,NA,NA
23,Panofi Volunteer,627996000,8988818,Panofi Co. Ltd,NA,NA,Ghana,01 2013,To date,NA,FAO Area 34,Tuna,Purse Siene,"Tema, Tankoradi",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017%20PANOFI%20Wild%20report.PDF,NA,NA,NA,NA
24,Panofi Master,627997000,8976815,Panofi Co. Ltd,NA,NA,Ghana,01 2013,To date,NA,FAO Area 34,Tuna,Purse Siene,"Tema, Tankoradi",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017%20PANOFI%20Wild%20report.PDF,NA,NA,NA,NA
25,Panofi Discoverer,627071000,NA,Panofi Co. Ltd,NA,NA,Ghana,01 2013,To date,NA,FAO Area 34,Tuna,Purse Siene,"Tema, Tankoradi",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017%20PANOFI%20Wild%20report.PDF,NA,NA,NA,NA
26,Panofi Forerunner,627072000,9568859,Panofi Co. Ltd,NA,NA,Ghana,01 2013,To date,NA,FAO Area 34,Tuna,Purse Siene,"Tema, Tankoradi",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017%20PANOFI%20Wild%20report.PDF,NA,NA,NA,NA
27,Panofi Pathfinder,627073000,9568861,Panofi Co. Ltd,NA,NA,Ghana,01 2013,To date,NA,FAO Area 34,Tuna,Purse Siene,"Tema, Tankoradi",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017%20PANOFI%20Wild%20report.PDF,NA,NA,NA,NA
28,Sankofa,927163000,9078555,Panofi Co. Ltd,NA,NA,Ghana,01 2013,To date,NA,FAO Area 34,Tuna,Pole and Line,"Tema, Tankoradi",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017%20PANOFI%20Wild%20report.PDF,NA,NA,NA,NA
29,Volta Glory,627047000,8323604,Panofi Co. Ltd,NA,NA,Ghana,01 2013,To date,NA,FAO Area 34,Tuna,Reefer/Purse Seine,"Tema, Tankoradi",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017%20PANOFI%20Wild%20report.PDF,NA,NA,NA,NA
30,Volta Victory,627084000,9140102,Panofi Co. Ltd,NA,NA,Ghana,01 2013,To date,NA,FAO Area 34,Tuna,Fish Carrier/Purse Seine,"Tema, Tankoradi",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2017%20PANOFI%20Wild%20report.PDF,NA,NA,NA,NA
31,Ave Maria Segundo,224156290,NA,Optuna 42,NA,Spain,Spain,04 2012,11/2017,NA,FAO Area 34,Tuna,NA,Puerto de Nao (Arrecife),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2016%20Optuna%20FOS%20Wild.pdf,NA,NA,NA,NA
32,Santuario Barquereno,224040840,9188075,Optuna 42,NA,Spain,Spain,04 2012,11/2017,NA,FAO Area 34,Tuna,NA,Puerto de Nao (Arrecife),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2016%20Optuna%20FOS%20Wild.pdf,NA,NA,NA,NA
33,Izar Alde,224099320,NA,Optuna 42,NA,Spain,Spain,04 2012,11/2017,NA,FAO Area 34,Tuna,NA,Puerto de Nao (Arrecife),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2016%20Optuna%20FOS%20Wild.pdf,NA,NA,NA,NA
34,Zeruko Erregina,224000240,NA,Optuna 42,NA,Spain,Spain,04 2012,11/2017,NA,FAO Area 34,Tuna,NA,Puerto de Nao (Arrecife),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2016%20Optuna%20FOS%20Wild.pdf,NA,NA,NA,NA
35,Monte Arballu,224051140,NA,Optuna 42,NA,Spain,Spain,04 2012,11/2017,NA,FAO Area 34,Tuna,NA,Puerto de Nao (Arrecife),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2016%20Optuna%20FOS%20Wild.pdf,NA,NA,NA,NA
36,Puerto de Nao,NA,NA,Optuna 42,NA,Spain,Spain,04 2012,11/2017,NA,FAO Area 34,Tuna,NA,Puerto de Nao (Arrecife),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,http://www.friendofthesea.org/public/catalogo/2016%20Optuna%20FOS%20Wild.pdf,NA,NA,NA,NA
37,Katsushio Maru 5,NA,7322861,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Rio Grande,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
38,Katsushio Maru 6,NA,7354735,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Rio Grande,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
39,Katsushio Maru 7,NA,NA,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Rio Grande,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
40,Katsushio Maru 8,NA,7314450,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Rio Grande,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
41,Delfim,NA,NA,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Rio Grande,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
42,Espada,NA,NA,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Rio Grande,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
43,Aguia Dourada VII,NA,8614572,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Rio Grande,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
44,Aguia Dourada IX,NA,8614596,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Itajal,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
45,Aguia Dourada XII,NA,NA,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Itajal,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
46,Aguia Dourada XVI,NA,NA,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Itajal,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
47,Aguia Dourada XVII,NA,NA,Industrias Alimenticias Leal Santos,NA,NA,Brasil,01/2013,05-2018,NA,FAO Area 41,Tuna,Pole and Line,Itajal,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20Leal%20Santos%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
48,MBCa Triple M-17,NA,NA,FRI seafood Trading,NA,NA,Philippines,01/2013,To date,NA,FAO Area 71,Tuna,Hand Line,"Sanlayan, Occidental Mindoro",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20fri%20seafood-nuevo%20fresco%20wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
49,MBCa Triple M-5,NA,NA,FRI seafood Trading,NA,NA,Philippines,01/2013,To date,NA,FAO Area 71,Tuna,Hand Line,"Sanlayan, Occidental Mindoro",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20fri%20seafood-nuevo%20fresco%20wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
50,MBCa Triple M-12,NA,NA,FRI seafood Trading,NA,NA,Philippines,01/2013,To date,NA,FAO Area 71,Tuna,Hand Line,"Sanlayan, Occidental Mindoro",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20fri%20seafood-nuevo%20fresco%20wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
51,MBCa Triple M-14,NA,NA,FRI seafood Trading,NA,NA,Philippines,01/2013,To date,NA,FAO Area 71,Tuna,Hand Line,"Sanlayan, Occidental Mindoro",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20fri%20seafood-nuevo%20fresco%20wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
52,MBCa Triple M-9,NA,NA,FRI seafood Trading,NA,NA,Philippines,01/2013,To date,NA,FAO Area 71,Tuna,Hand Line,"Sanlayan, Occidental Mindoro",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2017%20fri%20seafood-nuevo%20fresco%20wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
53,Glaxinia 888,NA,7627223,Frabelle Fishing Corporation,NA,NA,Papua New Guinea,01/2013,To date,NA,FAO Area 71,Tuna,Purse Seine,Veneracion wharf,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20FRabelle%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
54,Red Tulip 888,NA,7409267,Frabelle Fishing Corporation,NA,NA,Papua New Guinea,01/2013,To date,NA,FAO Area 71,Tuna,Purse Seine,Veneracion wharf,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20FRabelle%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
55,Camia 888,NA,7903598,Frabelle Fishing Corporation,NA,NA,Papua New Guinea,01/2013,To date,NA,FAO Area 71,Tuna,Purse Seine,Veneracion wharf,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20FRabelle%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
56,Gardenia 888,NA,NA,Frabelle Fishing Corporation,NA,NA,Papua New Guinea,01/2013,To date,NA,FAO Area 71,Tuna,Purse Seine,Veneracion wharf,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20FRabelle%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
57,Nuipelalip No. 8,NA,NA,Frabelle Fishing Corporation,NA,NA,Papua New Guinea,01/2013,To date,NA,FAO Area 71,Tuna,Purse Seine,Veneracion wharf,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20FRabelle%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
58,Red Robin 888,553111327,NA,Frabelle Fishing Corporation,NA,NA,Papua New Guinea,01/2013,To date,NA,FAO Area 71,Tuna,Purse Seine,Veneracion wharf,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20FRabelle%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
59,Purple Beauty 888,NA,NA,Frabelle Fishing Corporation,NA,NA,Papua New Guinea,01/2013,To date,NA,FAO Area 71,Tuna,Purse Seine,Veneracion wharf,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20FRabelle%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
60,Glaxinia 888,7627223,NA,Frabelle Fishing Corporation,NA,NA,Papua New Guinea,01/2013,To date,NA,FAO Area 71,Tuna,Purse Seine,Veneracion wharf,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20FRabelle%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
61,Wasana Duwa 1,417000555,NA,Jay Seafood Processing,NA,NA,Sri Lanka,NA,03-20-2018,NA,FAO Area 57,Tuna,Handline,Negombo Trincomalee,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
62,Wasana Duwa 2,417000632,NA,Jay Seafood Processing,NA,NA,Sri Lanka,NA,03-20-2018,NA,FAO Area 57,Tuna,Handline,Negombo Trincomalee,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
63,Wasana Duwa 3,417000651,NA,Jay Seafood Processing,NA,NA,Sri Lanka,NA,03-20-2018,NA,FAO Area 57,Tuna,Handline,Negombo Trincomalee,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
64,Wasana Duwa 4,NA,NA,Jay Seafood Processing,NA,NA,Sri Lanka,NA,03-20-2018,NA,FAO Area 57,Tuna,Handline,Negombo Trincomalee,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
65,Deepa 2,417001419,NA,Jay Seafood Processing,NA,NA,Sri Lanka,NA,03-20-2018,NA,FAO Area 57,Tuna,Handline,Negombo Trincomalee,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
66,Ponta dos Arcos,204835000,8906406,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
67,Amanhecer,204807000,8881022,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
68,Milao,204810000,8880547,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
69,Rei dos Azores,204287000,NA,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
70,Pepe Cumbrera,204834000,8606343,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,PDL Sao Miguel,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
71,Cabo da Praia,204851000,NA,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
